Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
Rural - Cda Magallanes,Partido Colorado,Soriano,10,7,24,28,3,35.0,0.4166666666666667,0.25,0.16666666666666669
Rural - Cda Magallanes,Partido Frente Amplio,Soriano,4,2,24,28,2,35.0,0.16666666666666666,0.07142857142857142,0.09523809523809523
Rural - Cda Magallanes,Partido Nacional,Soriano,8,13,24,28,-5,35.0,0.3333333333333333,0.4642857142857143,-0.130952380952381
Rural - Cda Paraguaya,PERI,Soriano,1,2,52,55,-1,67.0,0.019230769230769232,0.03636363636363636,-0.01713286713286713
Rural - Cda Paraguaya,Partido Colorado,Soriano,11,12,52,55,-1,67.0,0.21153846153846154,0.21818181818181817,-0.006643356643356635
Rural - Cda Paraguaya,Partido Frente Amplio,Soriano,6,6,52,55,0,67.0,0.11538461538461539,0.10909090909090909,0.006293706293706305
Rural - Cda Paraguaya,Partido Nacional,Soriano,34,35,52,55,-1,67.0,0.6538461538461539,0.6363636363636364,0.0174825174825175
Rural - Centurión,Partido Cabildo Abierto,Cerro Largo,1,6,151,188,-5,290.0,0.006622516556291391,0.031914893617021274,-0.025292377060729884
Rural - Centurión,Partido Colorado,Cerro Largo,17,11,151,188,6,290.0,0.11258278145695365,0.05851063829787234,0.05407214315908131
Rural - Centurión,Partido Frente Amplio,Cerro Largo,45,46,151,188,-1,290.0,0.2980132450331126,0.24468085106382978,0.053332393969282826
Rural - Centurión,Partido Nacional,Cerro Largo,88,125,151,188,-37,290.0,0.5827814569536424,0.6648936170212766,-0.08211216006763422
Rural - Cerrezuelo,Partido Colorado,Durazno,4,4,22,18,0,34.0,0.18181818181818182,0.2222222222222222,-0.04040404040404039
Rural - Cerrezuelo,Partido Frente Amplio,Durazno,6,5,22,18,1,34.0,0.2727272727272727,0.2777777777777778,-0.005050505050505083
Rural - Cerrezuelo,Partido Nacional,Durazno,12,9,22,18,3,34.0,0.5454545454545454,0.5,0.045454545454545414
Rural - Cerrillada,Partido Cabildo Abierto,Rivera,4,22,212,215,-18,319.0,0.018867924528301886,0.10232558139534884,-0.08345765686704695
Rural - Cerrillada,Partido Colorado,Rivera,134,110,212,215,24,319.0,0.6320754716981132,0.5116279069767442,0.12044756472136897
Rural - Cerrillada,Partido Frente Amplio,Rivera,30,38,212,215,-8,319.0,0.14150943396226415,0.17674418604651163,-0.03523475208424748
Rural - Cerrillada,Partido Nacional,Rivera,44,45,212,215,-1,319.0,0.20754716981132076,0.20930232558139536,-0.0017551557700745957
Rural - Cerro Alegre,Partido Cabildo Abierto,Rivera,8,30,113,132,-22,168.0,0.07079646017699115,0.22727272727272727,-0.15647626709573612
Rural - Cerro Alegre,Partido Colorado,Rivera,37,26,113,132,11,168.0,0.3274336283185841,0.19696969696969696,0.13046393134888712
Rural - Cerro Alegre,Partido Frente Amplio,Rivera,11,10,113,132,1,168.0,0.09734513274336283,0.07575757575757576,0.02158755698578707
Rural - Cerro Alegre,Partido Independiente,Rivera,1,1,113,132,0,168.0,0.008849557522123894,0.007575757575757576,0.0012737999463663177
Rural - Cerro Alegre,Partido Nacional,Rivera,56,65,113,132,-9,168.0,0.49557522123893805,0.49242424242424243,0.0031509788146956152
Rural - Cerro Chato,PERI,Treinta y Tres,1,6,1959,1803,-5,2303.0,0.0005104645227156713,0.0033277870216306157,-0.0028173224989149447
Rural - Cerro Chato,Partido Cabildo Abierto,Treinta y Tres,8,144,1959,1803,-136,2303.0,0.00408371618172537,0.07986688851913477,-0.0757831723374094
Rural - Cerro Chato,Partido Colorado,Treinta y Tres,192,127,1959,1803,65,2303.0,0.09800918836140889,0.0704381586245147,0.02757102973689418
Rural - Cerro Chato,Partido Frente Amplio,Treinta y Tres,606,363,1959,1803,243,2303.0,0.3093415007656968,0.20133111480865223,0.10801038595704454
Rural - Cerro Chato,Partido Independiente,Treinta y Tres,13,5,1959,1803,8,2303.0,0.006636038795303726,0.0027731558513588465,0.0038628829439448795
Rural - Cerro Chato,Partido Nacional,Treinta y Tres,1105,1149,1959,1803,-44,2303.0,0.5640632976008167,0.6372712146422629,-0.07320791704144614
Rural - Cerro Chato,Partido VA/IS (G.Salle),Treinta y Tres,34,9,1959,1803,25,2303.0,0.017355793772332824,0.004991680532445923,0.012364113239886902
Rural - Cerro Chato ,PERI,Paysandú,1,2,224,262,-1,360.0,0.004464285714285714,0.007633587786259542,-0.0031693020719738276
Rural - Cerro Chato ,Partido Cabildo Abierto,Paysandú,2,21,224,262,-19,360.0,0.008928571428571428,0.08015267175572519,-0.07122410032715376
Rural - Cerro Chato ,Partido Colorado,Paysandú,18,15,224,262,3,360.0,0.08035714285714286,0.05725190839694656,0.0231052344601963
Rural - Cerro Chato ,Partido Frente Amplio,Paysandú,51,73,224,262,-22,360.0,0.22767857142857142,0.2786259541984733,-0.05094738276990188
Rural - Cerro Chato ,Partido Nacional,Paysandú,152,151,224,262,1,360.0,0.6785714285714286,0.5763358778625954,0.10223555070883317
Rural - Cerro Colorado,PERI,Florida,5,1,721,778,4,1252.0,0.006934812760055479,0.0012853470437017994,0.00564946571635368
Rural - Cerro Colorado,Partido Cabildo Abierto,Florida,6,83,721,778,-77,1252.0,0.008321775312066574,0.10668380462724936,-0.09836202931518279
Rural - Cerro Colorado,Partido Colorado,Florida,111,89,721,778,22,1252.0,0.1539528432732316,0.11439588688946016,0.03955695638377145
Rural - Cerro Colorado,Partido Frente Amplio,Florida,213,225,721,778,-12,1252.0,0.29542302357836336,0.2892030848329049,0.006219938745458453
Rural - Cerro Colorado,Partido Independiente,Florida,3,5,721,778,-2,1252.0,0.004160887656033287,0.006426735218508998,-0.0022658475624757106
Rural - Cerro Colorado,Partido Nacional,Florida,362,369,721,778,-7,1252.0,0.5020804438280166,0.47429305912596403,0.02778738470205261
Rural - Cerro Colorado,Partido VA/IS (G.Salle),Florida,21,6,721,778,15,1252.0,0.02912621359223301,0.007712082262210797,0.021414131330022214
Rural - Cerro De Carmelo,PERI,Colonia,1,9,765,889,-8,911.0,0.00130718954248366,0.010123734533183352,-0.008816544990699691
Rural - Cerro De Carmelo,Partido Cabildo Abierto,Colonia,5,61,765,889,-56,911.0,0.006535947712418301,0.0686164229471316,-0.06208047523471331
Rural - Cerro De Carmelo,Partido Colorado,Colonia,179,218,765,889,-39,911.0,0.23398692810457516,0.2452193475815523,-0.011232419476977146
Rural - Cerro De Carmelo,Partido Frente Amplio,Colonia,184,187,765,889,-3,911.0,0.24052287581699347,0.21034870641169853,0.030174169405294937
Rural - Cerro De Carmelo,Partido Independiente,Colonia,9,3,765,889,6,911.0,0.011764705882352941,0.003374578177727784,0.008390127704625158
Rural - Cerro De Carmelo,Partido Nacional,Colonia,371,410,765,889,-39,911.0,0.4849673202614379,0.4611923509561305,0.023774969305307425
Rural - Cerro De Carmelo,Partido VA/IS (G.Salle),Colonia,16,1,765,889,15,911.0,0.02091503267973856,0.0011248593925759281,0.01979017328716263
Rural - Cerro De Las Cuentas,Partido Cabildo Abierto,Cerro Largo,5,46,357,304,-41,429.0,0.014005602240896359,0.1513157894736842,-0.13731018723278784
Rural - Cerro De Las Cuentas,Partido Colorado,Cerro Largo,40,17,357,304,23,429.0,0.11204481792717087,0.05592105263157895,0.056123765295591925
Rural - Cerro De Las Cuentas,Partido Frente Amplio,Cerro Largo,100,51,357,304,49,429.0,0.2801120448179272,0.16776315789473684,0.11234888692319034
Rural - Cerro De Las Cuentas,Partido Nacional,Cerro Largo,212,190,357,304,22,429.0,0.5938375350140056,0.625,-0.031162464985994398
Rural - Cerro Pelado,Partido Cabildo Abierto,Rivera,21,46,245,254,-25,345.0,0.08571428571428572,0.18110236220472442,-0.0953880764904387
Rural - Cerro Pelado,Partido Colorado,Rivera,109,100,245,254,9,345.0,0.4448979591836735,0.3937007874015748,0.05119717178209865
Rural - Cerro Pelado,Partido Frente Amplio,Rivera,60,50,245,254,10,345.0,0.24489795918367346,0.1968503937007874,0.04804756548288605
Rural - Cerro Pelado,Partido Nacional,Rivera,55,58,245,254,-3,345.0,0.22448979591836735,0.2283464566929134,-0.00385666077454605
Rural - Cerro Solito,Partido Cabildo Abierto,Rivera,3,13,69,83,-10,97.0,0.043478260869565216,0.1566265060240964,-0.11314824515453117
Rural - Cerro Solito,Partido Colorado,Rivera,20,23,69,83,-3,97.0,0.2898550724637681,0.27710843373493976,0.012746638728828363
Rural - Cerro Solito,Partido Frente Amplio,Rivera,14,6,69,83,8,97.0,0.2028985507246377,0.07228915662650602,0.13060939409813166
Rural - Cerro Solito,Partido Nacional,Rivera,32,41,69,83,-9,97.0,0.463768115942029,0.4939759036144578,-0.03020778767242882
Rural - Cerros De La Calera,Partido Cabildo Abierto,Rivera,8,27,145,161,-19,203.0,0.05517241379310345,0.16770186335403728,-0.11252944956093383
Rural - Cerros De La Calera,Partido Colorado,Rivera,76,69,145,161,7,203.0,0.5241379310344828,0.42857142857142855,0.09556650246305426
Rural - Cerros De La Calera,Partido Frente Amplio,Rivera,16,16,145,161,0,203.0,0.1103448275862069,0.09937888198757763,0.010965945598629262
Rural - Cerros De La Calera,Partido Independiente,Rivera,7,6,145,161,1,203.0,0.04827586206896552,0.037267080745341616,0.0110087813236239
Rural - Cerros De La Calera,Partido Nacional,Rivera,38,43,145,161,-5,203.0,0.2620689655172414,0.2670807453416149,-0.005011779824373508
Rural - Cerros De Vera,Partido Cabildo Abierto,Salto,4,29,175,180,-25,287.0,0.022857142857142857,0.16111111111111112,-0.13825396825396827
Rural - Cerros De Vera,Partido Colorado,Salto,40,83,175,180,-43,287.0,0.22857142857142856,0.46111111111111114,-0.23253968253968257
Rural - Cerros De Vera,Partido Frente Amplio,Salto,58,31,175,180,27,287.0,0.3314285714285714,0.17222222222222222,0.15920634920634918
Rural - Cerros De Vera,Partido Nacional,Salto,73,37,175,180,36,287.0,0.41714285714285715,0.20555555555555555,0.2115873015873016
Rural - Chamamé ,Partido Colorado,Lavalleja,2,3,10,11,-1,19.0,0.2,0.2727272727272727,-0.0727272727272727
Rural - Chamamé ,Partido Frente Amplio,Lavalleja,1,1,10,11,0,19.0,0.1,0.09090909090909091,0.009090909090909094
Rural - Chamamé ,Partido Nacional,Lavalleja,7,7,10,11,0,19.0,0.7,0.6363636363636364,0.0636363636363636
Rural - Chamizo,PERI,Florida,4,4,876,930,0,1019.0,0.0045662100456621,0.004301075268817204,0.0002651347768448959
Rural - Chamizo,PERI,San José,1,2,199,232,-1,249.0,0.005025125628140704,0.008620689655172414,-0.00359556402703171
Rural - Chamizo,Partido Asamblea Popular,Florida,1,1,876,930,0,1019.0,0.001141552511415525,0.001075268817204301,6.628369421122398e-05
Rural - Chamizo,Partido Cabildo Abierto,Florida,9,75,876,930,-66,1019.0,0.010273972602739725,0.08064516129032258,-0.07037118868758285
Rural - Chamizo,Partido Cabildo Abierto,San José,6,60,300,331,-54,189.5,0.02,0.18126888217522658,-0.16126888217522659
Rural - Chamizo,Partido Colorado,Florida,174,151,876,930,23,1019.0,0.19863013698630136,0.16236559139784945,0.03626454558845191
Rural - Chamizo,Partido Colorado,San José,87,52,300,331,35,189.5,0.29,0.15709969788519637,0.1329003021148036
Rural - Chamizo,Partido Frente Amplio,Florida,212,186,876,930,26,1019.0,0.2420091324200913,0.2,0.0420091324200913
Rural - Chamizo,Partido Frente Amplio,San José,53,40,300,331,13,189.5,0.17666666666666667,0.12084592145015106,0.0558207452165156
Rural - Chamizo,Partido Independiente,Florida,6,7,876,930,-1,1019.0,0.00684931506849315,0.007526881720430108,-0.0006775666519369576
Rural - Chamizo,Partido Independiente,San José,1,1,199,232,0,249.0,0.005025125628140704,0.004310344827586207,0.0007147808005544968
Rural - Chamizo,Partido Nacional,Florida,457,504,876,930,-47,1019.0,0.521689497716895,0.5419354838709678,-0.020245986154072804
Rural - Chamizo,Partido Nacional,San José,152,176,300,331,-24,189.5,0.5066666666666667,0.5317220543806647,-0.025055387713997956
Rural - Chamizo,Partido VA/IS (G.Salle),Florida,13,2,876,930,11,1019.0,0.014840182648401826,0.002150537634408602,0.012689645013993223
Rural - Charqueada,Partido Asamblea Popular,Treinta y Tres,2,8,1159,1207,-6,1441.0,0.001725625539257981,0.006628003314001657,-0.004902377774743676
Rural - Charqueada,Partido Cabildo Abierto,Treinta y Tres,14,195,1159,1207,-181,1441.0,0.012079378774805867,0.1615575807787904,-0.14947820200398454
Rural - Charqueada,Partido Colorado,Treinta y Tres,90,60,1159,1207,30,1441.0,0.07765314926660914,0.04971002485501243,0.027943124411596715
Rural - Charqueada,Partido Frente Amplio,Treinta y Tres,418,391,1159,1207,27,1441.0,0.36065573770491804,0.323943661971831,0.036712075733087046
Rural - Charqueada,Partido Independiente,Treinta y Tres,3,5,1159,1207,-2,1441.0,0.0025884383088869713,0.004142502071251036,-0.0015540637623640643
Rural - Charqueada,Partido Nacional,Treinta y Tres,611,545,1159,1207,66,1441.0,0.5271786022433133,0.4515327257663629,0.07564587647695037
Rural - Charqueada,Partido VA/IS (G.Salle),Treinta y Tres,21,3,1159,1207,18,1441.0,0.0181190681622088,0.0024855012427506215,0.015633566919458178
Rural - Chileno,Partido Cabildo Abierto,Durazno,5,37,149,142,-32,188.0,0.03355704697986577,0.2605633802816901,-0.22700633330182435
Rural - Chileno,Partido Colorado,Durazno,46,19,149,142,27,188.0,0.3087248322147651,0.13380281690140844,0.17492201531335666
Rural - Chileno,Partido Frente Amplio,Durazno,12,6,149,142,6,188.0,0.08053691275167785,0.04225352112676056,0.038283391624917285
Rural - Chileno,Partido Nacional,Durazno,79,76,149,142,3,188.0,0.5302013422818792,0.5352112676056338,-0.005009925323754549
Rural - Chileno,Partido VA/IS (G.Salle),Durazno,7,4,149,142,3,188.0,0.04697986577181208,0.028169014084507043,0.01881085168730504
Rural - Clara,Partido Cabildo Abierto,Tacuarembó,4,30,191,193,-26,325.0,0.020942408376963352,0.15544041450777202,-0.13449800613080867
Rural - Clara,Partido Colorado,Tacuarembó,53,49,191,193,4,325.0,0.2774869109947644,0.2538860103626943,0.0236009006320701
Rural - Clara,Partido Frente Amplio,Tacuarembó,35,22,191,193,13,325.0,0.18324607329842932,0.11398963730569948,0.06925643599272983
Rural - Clara,Partido Nacional,Tacuarembó,99,92,191,193,7,325.0,0.518324607329843,0.47668393782383417,0.04164066950600881
Rural - Colonia Arrue,PERI,Colonia,1,1,168,177,0,185.0,0.005952380952380952,0.005649717514124294,0.0003026634382566583
Rural - Colonia Arrue,Partido Cabildo Abierto,Colonia,3,14,168,177,-11,185.0,0.017857142857142856,0.07909604519774012,-0.061238902340597264
Rural - Colonia Arrue,Partido Colorado,Colonia,38,42,168,177,-4,185.0,0.2261904761904762,0.23728813559322035,-0.011097659402744153
Rural - Colonia Arrue,Partido Frente Amplio,Colonia,25,29,168,177,-4,185.0,0.1488095238095238,0.1638418079096045,-0.0150322841000807
Rural - Colonia Arrue,Partido Nacional,Colonia,101,91,168,177,10,185.0,0.6011904761904762,0.5141242937853108,0.0870661824051654
Rural - Colonia Artigas,Partido Colorado,Artigas,2,2,6,9,0,16.0,0.3333333333333333,0.2222222222222222,0.1111111111111111
Rural - Colonia Artigas,Partido Nacional,Artigas,4,7,6,9,-3,16.0,0.6666666666666666,0.7777777777777778,-0.11111111111111116
Rural - Colonia Itapebí,PERI,Salto,1,1,332,350,0,444.0,0.0030120481927710845,0.002857142857142857,0.00015490533562822735
Rural - Colonia Itapebí,Partido Cabildo Abierto,Salto,7,35,332,350,-28,444.0,0.02108433734939759,0.1,-0.07891566265060242
Rural - Colonia Itapebí,Partido Colorado,Salto,122,159,332,350,-37,444.0,0.3674698795180723,0.4542857142857143,-0.08681583476764199
Rural - Colonia Itapebí,Partido Frente Amplio,Salto,102,79,332,350,23,444.0,0.3072289156626506,0.2257142857142857,0.08151462994836489
Rural - Colonia Itapebí,Partido Independiente,Salto,7,3,332,350,4,444.0,0.02108433734939759,0.008571428571428572,0.012512908777969017
Rural - Colonia Itapebí,Partido Nacional,Salto,93,73,332,350,20,444.0,0.28012048192771083,0.20857142857142857,0.07154905335628226
Rural - Colonia Juan Gutiérrez,Partido Cabildo Abierto,Paysandú,4,4,22,24,0,41.0,0.18181818181818182,0.16666666666666666,0.015151515151515166
Rural - Colonia Juan Gutiérrez,Partido Colorado,Paysandú,6,6,22,24,0,41.0,0.2727272727272727,0.25,0.022727272727272707
Rural - Colonia Juan Gutiérrez,Partido Frente Amplio,Paysandú,5,2,22,24,3,41.0,0.22727272727272727,0.08333333333333333,0.14393939393939392
Rural - Colonia Juan Gutiérrez,Partido Nacional,Paysandú,7,12,22,24,-5,41.0,0.3181818181818182,0.5,-0.18181818181818182
Rural - Colonia Larrañaga,PERI,Soriano,1,1,111,128,0,134.0,0.009009009009009009,0.0078125,0.001196509009009009
Rural - Colonia Larrañaga,Partido Cabildo Abierto,Soriano,2,10,111,128,-8,134.0,0.018018018018018018,0.078125,-0.060106981981981986
Rural - Colonia Larrañaga,Partido Colorado,Soriano,39,57,111,128,-18,134.0,0.35135135135135137,0.4453125,-0.09396114864864863
Rural - Colonia Larrañaga,Partido Frente Amplio,Soriano,4,6,111,128,-2,134.0,0.036036036036036036,0.046875,-0.010838963963963964
Rural - Colonia Larrañaga,Partido Nacional,Soriano,62,53,111,128,9,134.0,0.5585585585585585,0.4140625,0.14449605855855852
Rural - Colonia Larrañaga,Partido VA/IS (G.Salle),Soriano,3,1,111,128,2,134.0,0.02702702702702703,0.0078125,0.01921452702702703
Rural - Colonia Miguelete,PERI,Colonia,5,9,998,1005,-4,1186.0,0.00501002004008016,0.008955223880597015,-0.003945203840516855
Rural - Colonia Miguelete,Partido Asamblea Popular,Colonia,2,2,998,1005,0,1186.0,0.002004008016032064,0.001990049751243781,1.3958264788282992e-05
Rural - Colonia Miguelete,Partido Cabildo Abierto,Colonia,5,55,998,1005,-50,1186.0,0.00501002004008016,0.05472636815920398,-0.04971634811912382
Rural - Colonia Miguelete,Partido Colorado,Colonia,281,303,998,1005,-22,1186.0,0.281563126252505,0.30149253731343284,-0.019929411060927826
Rural - Colonia Miguelete,Partido Frente Amplio,Colonia,146,109,998,1005,37,1186.0,0.1462925851703407,0.10845771144278607,0.03783487372755462
Rural - Colonia Miguelete,Partido Independiente,Colonia,9,9,998,1005,0,1186.0,0.009018036072144289,0.008955223880597015,6.281219154727347e-05
Rural - Colonia Miguelete,Partido Nacional,Colonia,533,516,998,1005,17,1186.0,0.5340681362725451,0.5134328358208955,0.02063530045164963
Rural - Colonia Miguelete,Partido VA/IS (G.Salle),Colonia,17,2,998,1005,15,1186.0,0.017034068136272545,0.001990049751243781,0.015044018385028763
Rural - Colonia Osimani Llerena,PERI,Salto,3,5,390,391,-2,439.0,0.007692307692307693,0.01278772378516624,-0.005095416092858547
Rural - Colonia Osimani Llerena,Partido Asamblea Popular,Salto,5,5,390,391,0,439.0,0.01282051282051282,0.01278772378516624,3.278903534657991e-05
Rural - Colonia Osimani Llerena,Partido Cabildo Abierto,Salto,15,46,390,391,-31,439.0,0.038461538461538464,0.11764705882352941,-0.07918552036199095
Rural - Colonia Osimani Llerena,Partido Colorado,Salto,87,90,390,391,-3,439.0,0.2230769230769231,0.23017902813299232,-0.00710210505606923
Rural - Colonia Osimani Llerena,Partido Frente Amplio,Salto,125,113,390,391,12,439.0,0.32051282051282054,0.289002557544757,0.03151026296806353
Rural - Colonia Osimani Llerena,Partido Independiente,Salto,3,3,390,391,0,439.0,0.007692307692307693,0.0076726342710997444,1.9673421207948294e-05
Rural - Colonia Osimani Llerena,Partido Nacional,Salto,152,129,390,391,23,439.0,0.38974358974358975,0.329923273657289,0.05982031608630073
Rural - Colonia Palma,Partido Asamblea Popular,Artigas,3,1,356,380,2,459.0,0.008426966292134831,0.002631578947368421,0.005795387344766411
Rural - Colonia Palma,Partido Cabildo Abierto,Artigas,10,52,356,380,-42,459.0,0.028089887640449437,0.1368421052631579,-0.10875221762270847
Rural - Colonia Palma,Partido Colorado,Artigas,90,66,356,380,24,459.0,0.25280898876404495,0.1736842105263158,0.07912477823772915
Rural - Colonia Palma,Partido Frente Amplio,Artigas,100,93,356,380,7,459.0,0.2808988764044944,0.24473684210526317,0.03616203429923123
Rural - Colonia Palma,Partido Nacional,Artigas,153,168,356,380,-15,459.0,0.4297752808988764,0.4421052631578947,-0.012329982259018324
Rural - Colonia Pintado,Partido Cabildo Abierto,Artigas,63,190,958,1025,-127,1330.0,0.06576200417536535,0.18536585365853658,-0.11960384948317124
Rural - Colonia Pintado,Partido Colorado,Artigas,204,109,958,1025,95,1330.0,0.21294363256784968,0.10634146341463414,0.10660216915321553
Rural - Colonia Pintado,Partido Frente Amplio,Artigas,240,184,958,1025,56,1330.0,0.25052192066805845,0.1795121951219512,0.07100972554610724
Rural - Colonia Pintado,Partido Nacional,Artigas,436,541,958,1025,-105,1330.0,0.4551148225469729,0.5278048780487805,-0.07269005550180763
Rural - Colonia Pintado,Partido VA/IS (G.Salle),Artigas,15,1,958,1025,14,1330.0,0.015657620041753653,0.000975609756097561,0.014682010285656091
Rural - Colonia Rosell Y Rius,PERI,Durazno,2,1,110,107,1,142.0,0.01818181818181818,0.009345794392523364,0.008836023789294817
Rural - Colonia Rosell Y Rius,Partido Cabildo Abierto,Durazno,2,15,110,107,-13,142.0,0.01818181818181818,0.14018691588785046,-0.12200509770603227
Rural - Colonia Rosell Y Rius,Partido Colorado,Durazno,25,18,110,107,7,142.0,0.22727272727272727,0.16822429906542055,0.059048428207306713
Rural - Colonia Rosell Y Rius,Partido Frente Amplio,Durazno,20,16,110,107,4,142.0,0.18181818181818182,0.14953271028037382,0.032285471537808
Rural - Colonia Rosell Y Rius,Partido Nacional,Durazno,61,57,110,107,4,142.0,0.5545454545454546,0.5327102803738317,0.02183517417162284
Rural - Conchillas,PERI,Colonia,8,8,1239,1272,0,1515.0,0.00645682001614205,0.006289308176100629,0.0001675118400414205
Rural - Conchillas,Partido Cabildo Abierto,Colonia,17,102,1239,1272,-85,1515.0,0.013720742534301856,0.08018867924528301,-0.06646793671098115
Rural - Conchillas,Partido Colorado,Colonia,213,224,1239,1272,-11,1515.0,0.17191283292978207,0.1761006289308176,-0.004187796001035526
Rural - Conchillas,Partido Frente Amplio,Colonia,345,293,1239,1272,52,1515.0,0.2784503631961259,0.23034591194968554,0.04810445124644039
Rural - Conchillas,Partido Independiente,Colonia,14,12,1239,1272,2,1515.0,0.011299435028248588,0.009433962264150943,0.0018654727640976445
Rural - Conchillas,Partido Nacional,Colonia,609,628,1239,1272,-19,1515.0,0.4915254237288136,0.4937106918238994,-0.0021852680950857906
Rural - Conchillas,Partido VA/IS (G.Salle),Colonia,33,5,1239,1272,28,1515.0,0.026634382566585957,0.003930817610062893,0.022703564956523065
Rural - Coronilla De Cebollatí,Partido Cabildo Abierto,Rocha,3,9,39,52,-6,60.0,0.07692307692307693,0.17307692307692307,-0.09615384615384615
Rural - Coronilla De Cebollatí,Partido Colorado,Rocha,5,8,39,52,-3,60.0,0.1282051282051282,0.15384615384615385,-0.02564102564102566
Rural - Coronilla De Cebollatí,Partido Frente Amplio,Rocha,10,8,39,52,2,60.0,0.2564102564102564,0.15384615384615385,0.10256410256410253
Rural - Coronilla De Cebollatí,Partido Nacional,Rocha,21,27,39,52,-6,60.0,0.5384615384615384,0.5192307692307693,0.019230769230769162
Rural - Corrales De Cebollatí,Partido Cabildo Abierto,Treinta y Tres,3,16,35,40,-13,73.0,0.08571428571428572,0.4,-0.3142857142857143
Rural - Corrales De Cebollatí,Partido Colorado,Treinta y Tres,5,5,35,40,0,73.0,0.14285714285714285,0.125,0.01785714285714285
Rural - Corrales De Cebollatí,Partido Frente Amplio,Treinta y Tres,2,3,35,40,-1,73.0,0.05714285714285714,0.075,-0.017857142857142856
Rural - Corrales De Cebollatí,Partido Nacional,Treinta y Tres,23,15,35,40,8,73.0,0.6571428571428571,0.375,0.28214285714285714
Rural - Corrales De Cebollatí,Partido VA/IS (G.Salle),Treinta y Tres,2,1,35,40,1,73.0,0.05714285714285714,0.025,0.03214285714285714
Rural - Corralito,Partido Colorado,Soriano,7,9,18,21,-2,34.0,0.3888888888888889,0.42857142857142855,-0.03968253968253965
Rural - Corralito,Partido Frente Amplio,Soriano,2,5,18,21,-3,34.0,0.1111111111111111,0.23809523809523808,-0.12698412698412698
Rural - Corralito,Partido Nacional,Soriano,9,7,18,21,2,34.0,0.5,0.3333333333333333,0.16666666666666669
Rural - Costa De Rosario,Partido Cabildo Abierto,Colonia,2,11,55,78,-9,79.0,0.03636363636363636,0.14102564102564102,-0.10466200466200466
Rural - Costa De Rosario,Partido Colorado,Colonia,13,14,55,78,-1,79.0,0.23636363636363636,0.1794871794871795,0.05687645687645687
Rural - Costa De Rosario,Partido Frente Amplio,Colonia,3,6,55,78,-3,79.0,0.05454545454545454,0.07692307692307693,-0.022377622377622385
Rural - Costa De Rosario,Partido Nacional,Colonia,37,47,55,78,-10,79.0,0.6727272727272727,0.6025641025641025,0.0701631701631702
Rural - Cruz De Los Caminos,PERI,San José,2,5,172,191,-3,198.0,0.011627906976744186,0.02617801047120419,-0.014550103494460002
Rural - Cruz De Los Caminos,Partido Cabildo Abierto,San José,3,23,172,191,-20,198.0,0.01744186046511628,0.12041884816753927,-0.10297698770242299
Rural - Cruz De Los Caminos,Partido Colorado,San José,40,26,172,191,14,198.0,0.23255813953488372,0.13612565445026178,0.09643248508462193
Rural - Cruz De Los Caminos,Partido Frente Amplio,San José,28,31,172,191,-3,198.0,0.16279069767441862,0.16230366492146597,0.00048703275295264303
Rural - Cruz De Los Caminos,Partido Nacional,San José,97,105,172,191,-8,198.0,0.563953488372093,0.5497382198952879,0.014215268476805099
Rural - Cruz De Los Caminos,Partido VA/IS (G.Salle),San José,2,1,172,191,1,198.0,0.011627906976744186,0.005235602094240838,0.006392304882503348
Rural - Cuchilla De Ramírez,Partido Cabildo Abierto,Durazno,1,11,118,101,-10,145.0,0.00847457627118644,0.10891089108910891,-0.10043631481792246
Rural - Cuchilla De Ramírez,Partido Colorado,Durazno,22,13,118,101,9,145.0,0.1864406779661017,0.12871287128712872,0.05772780667897298
Rural - Cuchilla De Ramírez,Partido Frente Amplio,Durazno,16,8,118,101,8,145.0,0.13559322033898305,0.07920792079207921,0.05638529954690384
Rural - Cuchilla De Ramírez,Partido Nacional,Durazno,79,69,118,101,10,145.0,0.6694915254237288,0.6831683168316832,-0.013676791407954414
Rural - Cuchilla Del Ombú,Partido Cabildo Abierto,Tacuarembó,10,30,210,239,-20,299.0,0.047619047619047616,0.12552301255230125,-0.07790396493325363
Rural - Cuchilla Del Ombú,Partido Colorado,Tacuarembó,70,47,210,239,23,299.0,0.3333333333333333,0.19665271966527198,0.13668061366806133
Rural - Cuchilla Del Ombú,Partido Frente Amplio,Tacuarembó,51,42,210,239,9,299.0,0.24285714285714285,0.17573221757322174,0.06712492528392111
Rural - Cuchilla Del Ombú,Partido Independiente,Tacuarembó,1,1,210,239,0,299.0,0.004761904761904762,0.0041841004184100415,0.0005778043434947209
Rural - Cuchilla Del Ombú,Partido Nacional,Tacuarembó,78,119,210,239,-41,299.0,0.37142857142857144,0.497907949790795,-0.12647937836222356
Rural - Cuchilla Del Rincón,Partido Cabildo Abierto,Durazno,1,7,63,68,-6,82.0,0.015873015873015872,0.10294117647058823,-0.08706816059757236
Rural - Cuchilla Del Rincón,Partido Colorado,Durazno,18,19,63,68,-1,82.0,0.2857142857142857,0.27941176470588236,0.006302521008403339
Rural - Cuchilla Del Rincón,Partido Frente Amplio,Durazno,8,4,63,68,4,82.0,0.12698412698412698,0.058823529411764705,0.06816059757236227
