Año,Delito,id_barrio,Barrio,Total delitos,Ratio
2014,RAPIÑA,40,"CAPURRO, BELLA VISTA",155,931.7143544121184
2014,RAPIÑA,14,CARRASCO,160,1062.1348911311736
2014,RAPIÑA,15,CARRASCO NORTE,176,1327.400256429595
2014,RAPIÑA,36,"CASABO, PAJAS BLANCAS",343,1148.9632532743778
2014,RAPIÑA,30,CASAVALLE,632,2078.947368421053
2014,RAPIÑA,26,"CASTRO, P. CASTELLANOS",172,1275.2075919335707
2014,RAPIÑA,2,CENTRO,301,1266.6217808449755
2014,RAPIÑA,27,CERRITO,246,1536.8276379084152
2014,RAPIÑA,35,CERRO,718,2637.6694463833073
2014,RAPIÑA,1,CIUDAD VIEJA,75,541.5944540727903
2014,RAPIÑA,59,COLON CENTRO Y NOROESTE,442,1616.1468426633514
2014,RAPIÑA,58,"COLON SURESTE, ABAYUBA",107,731.9742782870434
2014,RAPIÑA,53,CONCILIACION,249,1253.2085157783483
2014,RAPIÑA,4,CORDON,379,842.5217855237418
2014,RAPIÑA,18,FLOR DE MAROÑAS,330,1920.5028225571787
2014,RAPIÑA,22,ITUZAINGO,253,1983.5358682869464
2014,RAPIÑA,44,JACINTO VERA,95,1137.04368641532
2014,RAPIÑA,21,JARDINES DEL HIPODROMO,276,1419.096097485732
2014,RAPIÑA,47,LA BLANQUEADA,114,1167.913123655363
2014,RAPIÑA,49,LA COMERCIAL,93,821.9904543044016
2014,RAPIÑA,45,LA FIGURITA,80,786.3180656575585
2014,RAPIÑA,37,"LA PALOMA, TOMKINSON",593,1524.774369391376
2014,RAPIÑA,38,LA TEJA,275,1474.9262536873157
2014,RAPIÑA,46,LARRAÑAGA,197,1045.1482837285798
2014,RAPIÑA,28,LAS ACACIAS,466,2366.082762122366
2014,RAPIÑA,19,LAS CANTERAS,281,1286.5122241552972
2014,RAPIÑA,60,"LEZICA, MELILLA",215,1247.0997679814384
2014,RAPIÑA,11,MALVIN,279,941.9311276164754
2014,RAPIÑA,12,MALVIN NORTE,190,1094.596151630372
2014,RAPIÑA,62,MANGA,252,1293.9001848428836
2014,RAPIÑA,32,"MANGA, TOLEDO CHICO",344,1262.9414788163594
2014,RAPIÑA,17,"MAROÑAS, PARQUE GUARANI",294,1415.0943396226417
2014,RAPIÑA,25,"MERCADO MODELO, BOLIVAR",242,1545.6345404611357
2014,RAPIÑA,55,NUEVO PARIS,355,1185.467174246978
2014,RAPIÑA,5,PALERMO,58,451.60787977886787
2014,RAPIÑA,6,PARQUE RODO,111,850.9659613615455
2014,RAPIÑA,57,PASO DE LA ARENA,289,1088.102409638554
2014,RAPIÑA,33,PASO DE LAS DURANAS,202,1656.8241469816273
2014,RAPIÑA,34,"PEÑAROL, LAVALLEJA",527,1629.9641222318446
2014,RAPIÑA,31,PIEDRAS BLANCAS,361,1713.4991456236946
2014,RAPIÑA,8,POCITOS,353,501.5843244241727
2014,RAPIÑA,10,"PQUE. BATLLE, V. DOLORES",357,1189.365671641791
2014,RAPIÑA,39,"PRADO, NUEVA SAVONA",377,1935.616368023823
2014,RAPIÑA,20,"PTA. RIELES, BELLA ITALIA",524,2180.607573866001
2014,RAPIÑA,7,PUNTA CARRETAS,220,876.2496514916159
2014,RAPIÑA,13,PUNTA GORDA,107,772.7863642929366
2014,RAPIÑA,42,REDUCTO,98,728.2455227762503
2014,RAPIÑA,52,SAYAGO,221,1577.5572846027555
2014,RAPIÑA,999,SIN CLASIFICAR,24,
2014,RAPIÑA,50,TRES CRUCES,218,1284.317190997997
2014,RAPIÑA,56,"TRES OMBUES, VICTORIA",232,1287.1012482662968
2014,RAPIÑA,23,UNION,675,1768.080257746811
2014,RAPIÑA,24,VILLA ESPAÑOLA,205,968.1685085482195
2014,RAPIÑA,61,"VILLA GARCIA, MANGA RURAL",273,860.1405211254294
2014,RAPIÑA,48,"VILLA MUÑOZ, RETIRO",80,599.880023995201
2014,VIOLENCIA DOMÉSTICA,41,AGUADA,105,541.5721064576026
2014,VIOLENCIA DOMÉSTICA,29,AIRES PUROS,88,589.5752378400107
2014,VIOLENCIA DOMÉSTICA,43,ATAHUALPA,36,449.49431889124736
2014,VIOLENCIA DOMÉSTICA,3,BARRIO SUR,57,401.12596762843066
2014,VIOLENCIA DOMÉSTICA,16,BAÑADOS DE CARRASCO,142,1001.4104372355431
2014,VIOLENCIA DOMÉSTICA,54,BELVEDERE,202,985.8467545143973
2014,VIOLENCIA DOMÉSTICA,51,BRAZO ORIENTAL,96,585.6515373352855
2014,VIOLENCIA DOMÉSTICA,9,BUCEO,153,413.6476695144371
2014,VIOLENCIA DOMÉSTICA,40,"CAPURRO, BELLA VISTA",83,498.91800913681175
2014,VIOLENCIA DOMÉSTICA,14,CARRASCO,24,159.32023366967604
2014,VIOLENCIA DOMÉSTICA,15,CARRASCO NORTE,64,482.69100233803454
2014,VIOLENCIA DOMÉSTICA,36,"CASABO, PAJAS BLANCAS",329,1102.0667939570562
2014,VIOLENCIA DOMÉSTICA,30,CASAVALLE,521,1713.8157894736842
2014,VIOLENCIA DOMÉSTICA,26,"CASTRO, P. CASTELLANOS",102,756.2277580071175
2014,VIOLENCIA DOMÉSTICA,2,CENTRO,132,555.4620434270325
2014,VIOLENCIA DOMÉSTICA,27,CERRITO,157,980.8208908602487
2014,VIOLENCIA DOMÉSTICA,35,CERRO,436,1601.7045663274678
2014,VIOLENCIA DOMÉSTICA,1,CIUDAD VIEJA,134,967.6487579433852
2014,VIOLENCIA DOMÉSTICA,59,COLON CENTRO Y NOROESTE,282,1031.1163113825003
2014,VIOLENCIA DOMÉSTICA,58,"COLON SURESTE, ABAYUBA",120,820.9057326583663
2014,VIOLENCIA DOMÉSTICA,53,CONCILIACION,198,996.5272535104937
2014,VIOLENCIA DOMÉSTICA,4,CORDON,170,377.91214654099235
2014,VIOLENCIA DOMÉSTICA,18,FLOR DE MAROÑAS,248,1443.2869696793343
2014,VIOLENCIA DOMÉSTICA,22,ITUZAINGO,159,1246.5699725597804
2014,VIOLENCIA DOMÉSTICA,44,JACINTO VERA,36,430.87971274685816
2014,VIOLENCIA DOMÉSTICA,21,JARDINES DEL HIPODROMO,282,1449.946012648465
2014,VIOLENCIA DOMÉSTICA,47,LA BLANQUEADA,35,358.5698186661203
2014,VIOLENCIA DOMÉSTICA,49,LA COMERCIAL,65,574.5094573095281
2014,VIOLENCIA DOMÉSTICA,45,LA FIGURITA,73,717.5152349125221
2014,VIOLENCIA DOMÉSTICA,37,"LA PALOMA, TOMKINSON",526,1352.498007251035
2014,VIOLENCIA DOMÉSTICA,38,LA TEJA,177,949.3161705551087
2014,VIOLENCIA DOMÉSTICA,46,LARRAÑAGA,73,387.28845031566664
2014,VIOLENCIA DOMÉSTICA,28,LAS ACACIAS,195,990.0990099009902
2014,VIOLENCIA DOMÉSTICA,19,LAS CANTERAS,145,663.8586210054025
2014,VIOLENCIA DOMÉSTICA,60,"LEZICA, MELILLA",141,817.8654292343388
2014,VIOLENCIA DOMÉSTICA,11,MALVIN,91,307.22484807562455
2014,VIOLENCIA DOMÉSTICA,12,MALVIN NORTE,154,887.1989860583017
2014,VIOLENCIA DOMÉSTICA,62,MANGA,244,1252.823988498665
2014,VIOLENCIA DOMÉSTICA,32,"MANGA, TOLEDO CHICO",350,1284.9695278654822
2014,VIOLENCIA DOMÉSTICA,17,"MAROÑAS, PARQUE GUARANI",205,986.7154408933385
2014,VIOLENCIA DOMÉSTICA,25,"MERCADO MODELO, BOLIVAR",92,587.5966021587788
2014,VIOLENCIA DOMÉSTICA,55,NUEVO PARIS,320,1068.5901288986843
2014,VIOLENCIA DOMÉSTICA,5,PALERMO,44,342.5990812115549
2014,VIOLENCIA DOMÉSTICA,6,PARQUE RODO,29,222.32444035571913
2014,VIOLENCIA DOMÉSTICA,57,PASO DE LA ARENA,252,948.7951807228916
2014,VIOLENCIA DOMÉSTICA,33,PASO DE LAS DURANAS,59,483.9238845144357
2014,VIOLENCIA DOMÉSTICA,34,"PEÑAROL, LAVALLEJA",325,1005.1960905604354
2014,VIOLENCIA DOMÉSTICA,31,PIEDRAS BLANCAS,221,1048.9842415037024
2014,VIOLENCIA DOMÉSTICA,8,POCITOS,123,174.77300822711967
2014,VIOLENCIA DOMÉSTICA,10,"PQUE. BATLLE, V. DOLORES",112,373.13432835820896
2014,VIOLENCIA DOMÉSTICA,39,"PRADO, NUEVA SAVONA",111,569.9029624685527
2014,VIOLENCIA DOMÉSTICA,20,"PTA. RIELES, BELLA ITALIA",406,1689.5547232625884
2014,VIOLENCIA DOMÉSTICA,7,PUNTA CARRETAS,54,215.07945991157845
2014,VIOLENCIA DOMÉSTICA,13,PUNTA GORDA,33,238.3359815109057
2014,VIOLENCIA DOMÉSTICA,42,REDUCTO,63,468.1578360704466
2014,VIOLENCIA DOMÉSTICA,52,SAYAGO,112,799.4860446855594
2014,VIOLENCIA DOMÉSTICA,999,SIN CLASIFICAR,11,
2014,VIOLENCIA DOMÉSTICA,50,TRES CRUCES,92,542.0054200542005
2014,VIOLENCIA DOMÉSTICA,56,"TRES OMBUES, VICTORIA",263,1459.0846047156726
2014,VIOLENCIA DOMÉSTICA,23,UNION,340,890.5885742724678
2014,VIOLENCIA DOMÉSTICA,24,VILLA ESPAÑOLA,203,958.7229621233588
2014,VIOLENCIA DOMÉSTICA,61,"VILLA GARCIA, MANGA RURAL",425,1339.046598821639
2014,VIOLENCIA DOMÉSTICA,48,"VILLA MUÑOZ, RETIRO",70,524.8950209958008
2015,ABIGEATO,58,"COLON SURESTE, ABAYUBA",1,6.840881105486386
2015,ABIGEATO,53,CONCILIACION,1,5.032965926820676
2015,ABIGEATO,60,"LEZICA, MELILLA",1,5.800464037122969
2015,ABIGEATO,32,"MANGA, TOLEDO CHICO",1,3.671341508187091
2015,ABIGEATO,57,PASO DE LA ARENA,5,18.82530120481928
2015,ABIGEATO,34,"PEÑAROL, LAVALLEJA",1,3.092911047878263
2015,ABIGEATO,999,SIN CLASIFICAR,1,
2015,HURTO,41,AGUADA,787,4059.2118836393647
2015,HURTO,29,AIRES PUROS,358,2398.4992630309525
2015,HURTO,43,ATAHUALPA,350,4370.083655887127
2015,HURTO,3,BARRIO SUR,465,3272.3434201266714
2015,HURTO,16,BAÑADOS DE CARRASCO,322,2270.8039492242597
2015,HURTO,54,BELVEDERE,766,3738.408979990239
2015,HURTO,51,BRAZO ORIENTAL,717,4374.0849194729135
2015,HURTO,9,BUCEO,1891,5112.468908835298
2015,HURTO,40,"CAPURRO, BELLA VISTA",577,3468.3818225534983
2015,HURTO,14,CARRASCO,738,4899.097185342539
2015,HURTO,15,CARRASCO NORTE,423,3190.2858435779467
2015,HURTO,36,"CASABO, PAJAS BLANCAS",412,1380.095802766891
2015,HURTO,30,CASAVALLE,807,2654.6052631578946
2015,HURTO,26,"CASTRO, P. CASTELLANOS",347,2572.6571767497035
2015,HURTO,2,CENTRO,1500,6312.068675307188
2015,HURTO,27,CERRITO,584,3648.4038233272945
2015,HURTO,35,CERRO,831,3052.7901252709303
2015,HURTO,1,CIUDAD VIEJA,705,5090.987868284229
2015,HURTO,59,COLON CENTRO Y NOROESTE,1013,3703.9745511718897
2015,HURTO,58,"COLON SURESTE, ABAYUBA",344,2353.263100287317
2015,HURTO,53,CONCILIACION,491,2471.1862700689517
2015,HURTO,4,CORDON,2078,4619.420238306954
2015,HURTO,18,FLOR DE MAROÑAS,682,3969.039166618169
2015,HURTO,22,ITUZAINGO,531,4163.073304586436
2015,HURTO,44,JACINTO VERA,346,4141.232794733693
2015,HURTO,21,JARDINES DEL HIPODROMO,540,2776.4923646459974
2015,HURTO,47,LA BLANQUEADA,647,6628.419219342281
2015,HURTO,49,LA COMERCIAL,429,3791.762418242885
2015,HURTO,45,LA FIGURITA,307,3017.4955769608805
2015,HURTO,37,"LA PALOMA, TOMKINSON",722,1856.4706487362116
2015,HURTO,38,LA TEJA,692,3711.450791096809
2015,HURTO,46,LARRAÑAGA,806,4276.088917183935
2015,HURTO,28,LAS ACACIAS,628,3188.6265549631885
2015,HURTO,19,LAS CANTERAS,497,2275.4326526874825
2015,HURTO,60,"LEZICA, MELILLA",751,4356.14849187935
2015,HURTO,11,MALVIN,1146,3869.0074274139097
2015,HURTO,12,MALVIN NORTE,442,2546.3763106348656
2015,HURTO,62,MANGA,344,1766.2764428013966
2015,HURTO,32,"MANGA, TOLEDO CHICO",558,2048.608561568397
2015,HURTO,17,"MAROÑAS, PARQUE GUARANI",575,2767.616480554486
2015,HURTO,25,"MERCADO MODELO, BOLIVAR",843,5384.173213259245
2015,HURTO,55,NUEVO PARIS,810,2704.868763774795
2015,HURTO,5,PALERMO,353,2748.5789924472474
2015,HURTO,6,PARQUE RODO,585,4484.820607175713
2015,HURTO,57,PASO DE LA ARENA,784,2951.8072289156626
2015,HURTO,33,PASO DE LAS DURANAS,475,3895.997375328084
2015,HURTO,34,"PEÑAROL, LAVALLEJA",901,2786.7128541383154
2015,HURTO,31,PIEDRAS BLANCAS,561,2662.806151509398
2015,HURTO,8,POCITOS,2150,3054.9753470594087
2015,HURTO,10,"PQUE. BATLLE, V. DOLORES",1772,5903.518123667378
2015,HURTO,39,"PRADO, NUEVA SAVONA",1119,5745.2379729937875
2015,HURTO,20,"PTA. RIELES, BELLA ITALIA",844,3512.2763212650857
2015,HURTO,7,PUNTA CARRETAS,1196,4763.61174174533
2015,HURTO,13,PUNTA GORDA,641,4629.495883287592
2015,HURTO,42,REDUCTO,366,2719.774095266404
2015,HURTO,52,SAYAGO,628,4482.832464844029
2015,HURTO,999,SIN CLASIFICAR,107,
2015,HURTO,50,TRES CRUCES,1520,8954.872157417227
2015,HURTO,56,"TRES OMBUES, VICTORIA",544,3018.0305131761443
2015,HURTO,23,UNION,2264,5930.272153390785
2015,HURTO,24,VILLA ESPAÑOLA,552,2606.970813261547
2015,HURTO,61,"VILLA GARCIA, MANGA RURAL",640,2016.4466429314093
2015,HURTO,48,"VILLA MUÑOZ, RETIRO",346,2594.481103779244
2015,LESIONES,41,AGUADA,91,469.3624922632556
2015,LESIONES,29,AIRES PUROS,25,167.4929652954576
2015,LESIONES,43,ATAHUALPA,17,212.26120614308903
2015,LESIONES,3,BARRIO SUR,21,147.78325123152712
2015,LESIONES,16,BAÑADOS DE CARRASCO,38,267.98307475317347
2015,LESIONES,54,BELVEDERE,66,322.108345534407
2015,LESIONES,51,BRAZO ORIENTAL,35,213.5187896534895
2015,LESIONES,9,BUCEO,75,202.76846544825352
2015,LESIONES,40,"CAPURRO, BELLA VISTA",35,210.38711228660733
2015,LESIONES,14,CARRASCO,22,146.0435475305364
2015,LESIONES,15,CARRASCO NORTE,38,286.597782638208
2015,LESIONES,36,"CASABO, PAJAS BLANCAS",123,412.0188925736107
2015,LESIONES,30,CASAVALLE,169,555.921052631579
2015,LESIONES,26,"CASTRO, P. CASTELLANOS",19,140.86595492289442
2015,LESIONES,2,CENTRO,140,589.1264096953375
2015,LESIONES,27,CERRITO,41,256.1379396514025
2015,LESIONES,35,CERRO,189,694.3168876969987
2015,LESIONES,1,CIUDAD VIEJA,71,512.7094165222416
2015,LESIONES,59,COLON CENTRO Y NOROESTE,83,303.4845881019416
2015,LESIONES,58,"COLON SURESTE, ABAYUBA",29,198.3855520591052
2015,LESIONES,53,CONCILIACION,71,357.340580804268
2015,LESIONES,4,CORDON,140,311.22176773964077
2015,LESIONES,18,FLOR DE MAROÑAS,58,337.5429203282314
2015,LESIONES,22,ITUZAINGO,47,368.4829478635829
2015,LESIONES,44,JACINTO VERA,21,251.34649910233392
2015,LESIONES,21,JARDINES DEL HIPODROMO,87,447.3237698596329
2015,LESIONES,47,LA BLANQUEADA,29,297.1007068947854
2015,LESIONES,49,LA COMERCIAL,22,194.4493547816864
2015,LESIONES,45,LA FIGURITA,26,255.5533713387065
2015,LESIONES,37,"LA PALOMA, TOMKINSON",135,347.1240132678512
2015,LESIONES,38,LA TEJA,52,278.8951461517833
2015,LESIONES,46,LARRAÑAGA,19,100.80110350681734
2015,LESIONES,28,LAS ACACIAS,64,324.9555724803249
2015,LESIONES,19,LAS CANTERAS,57,260.9651130848823
2015,LESIONES,60,"LEZICA, MELILLA",47,272.62180974477957
2015,LESIONES,11,MALVIN,28,94.53072248480757
2015,LESIONES,12,MALVIN NORTE,49,282.29058647309597
2015,LESIONES,62,MANGA,97,498.0488806736496
2015,LESIONES,32,"MANGA, TOLEDO CHICO",120,440.560980982451
2015,LESIONES,17,"MAROÑAS, PARQUE GUARANI",52,250.28879476318826
2015,LESIONES,25,"MERCADO MODELO, BOLIVAR",58,370.4413361435779
2015,LESIONES,55,NUEVO PARIS,92,307.21966205837174
2015,LESIONES,5,PALERMO,23,179.08588336058554
2015,LESIONES,6,PARQUE RODO,32,245.32352039251765
2015,LESIONES,57,PASO DE LA ARENA,69,259.78915662650604
2015,LESIONES,33,PASO DE LAS DURANAS,21,172.24409448818898
2015,LESIONES,34,"PEÑAROL, LAVALLEJA",82,253.61870592601758
2015,LESIONES,31,PIEDRAS BLANCAS,86,408.2020125308524
2015,LESIONES,8,POCITOS,61,86.67604473052275
2015,LESIONES,10,"PQUE. BATLLE, V. DOLORES",84,279.8507462686567
2015,LESIONES,39,"PRADO, NUEVA SAVONA",84,431.27791754376955
2015,LESIONES,20,"PTA. RIELES, BELLA ITALIA",125,520.1831044527673
2015,LESIONES,7,PUNTA CARRETAS,54,215.07945991157845
2015,LESIONES,13,PUNTA GORDA,16,115.55683952043911
2015,LESIONES,42,REDUCTO,21,156.0526120234822
2015,LESIONES,52,SAYAGO,24,171.31843814690555
2015,LESIONES,999,SIN CLASIFICAR,1,
2015,LESIONES,50,TRES CRUCES,66,388.8299752562743
2015,LESIONES,56,"TRES OMBUES, VICTORIA",87,482.6629680998613
2015,LESIONES,23,UNION,108,282.8928412394897
2015,LESIONES,24,VILLA ESPAÑOLA,54,255.02975347123834
2015,LESIONES,61,"VILLA GARCIA, MANGA RURAL",165,519.8651501307539
2015,LESIONES,48,"VILLA MUÑOZ, RETIRO",21,157.46850629874027
2015,RAPIÑA,41,AGUADA,169,871.6731999174747
2015,RAPIÑA,29,AIRES PUROS,149,998.2580731609273
2015,RAPIÑA,43,ATAHUALPA,120,1498.3143963041578
2015,RAPIÑA,3,BARRIO SUR,62,436.3124560168895
2015,RAPIÑA,16,BAÑADOS DE CARRASCO,146,1029.6191819464034
2015,RAPIÑA,54,BELVEDERE,327,1595.9004392386528
2015,RAPIÑA,51,BRAZO ORIENTAL,216,1317.7159590043925
2015,RAPIÑA,9,BUCEO,436,1178.7606791391804
2015,RAPIÑA,40,"CAPURRO, BELLA VISTA",154,925.7032940610723
2015,RAPIÑA,14,CARRASCO,119,789.9628252788103
2015,RAPIÑA,15,CARRASCO NORTE,164,1236.8956934912137
2015,RAPIÑA,36,"CASABO, PAJAS BLANCAS",376,1259.5049073794928
2015,RAPIÑA,30,CASAVALLE,748,2460.5263157894738
2015,RAPIÑA,26,"CASTRO, P. CASTELLANOS",146,1082.4436536180308
2015,RAPIÑA,2,CENTRO,213,896.3137518936206
2015,RAPIÑA,27,CERRITO,226,1411.8823014930967
2015,RAPIÑA,35,CERRO,780,2865.4347746225344
2015,RAPIÑA,1,CIUDAD VIEJA,74,534.3731946851531
2015,RAPIÑA,59,COLON CENTRO Y NOROESTE,548,2003.7295696369154
2015,RAPIÑA,58,"COLON SURESTE, ABAYUBA",102,697.7698727596114
2015,RAPIÑA,53,CONCILIACION,300,1509.8897780462028
2015,RAPIÑA,4,CORDON,312,693.5799395340565
2015,RAPIÑA,18,FLOR DE MAROÑAS,319,1856.4860618052726
2015,RAPIÑA,22,ITUZAINGO,190,1489.6119168953353
2015,RAPIÑA,44,JACINTO VERA,110,1316.5769000598443
2015,RAPIÑA,21,JARDINES DEL HIPODROMO,261,1341.9713095788986
2015,RAPIÑA,47,LA BLANQUEADA,85,870.8124167605778
2015,RAPIÑA,49,LA COMERCIAL,77,680.5727417359025
2015,RAPIÑA,45,LA FIGURITA,70,688.0283074503636
2015,RAPIÑA,37,"LA PALOMA, TOMKINSON",879,2260.1630197217864
2015,RAPIÑA,38,LA TEJA,306,1641.1906677393401
2015,RAPIÑA,46,LARRAÑAGA,163,864.7673616637487
2015,RAPIÑA,28,LAS ACACIAS,543,2757.044935262757
2015,RAPIÑA,19,LAS CANTERAS,369,1689.4057320758175
2015,RAPIÑA,60,"LEZICA, MELILLA",203,1177.494199535963
2015,RAPIÑA,11,MALVIN,298,1006.0769750168804
2015,RAPIÑA,12,MALVIN NORTE,275,1584.2839036755388
2015,RAPIÑA,62,MANGA,245,1257.9585130416922
2015,RAPIÑA,32,"MANGA, TOLEDO CHICO",360,1321.682942947353
2015,RAPIÑA,17,"MAROÑAS, PARQUE GUARANI",361,1737.5818251829035
2015,RAPIÑA,25,"MERCADO MODELO, BOLIVAR",249,1590.342977581912
2015,RAPIÑA,55,NUEVO PARIS,544,1816.6032191277634
2015,RAPIÑA,5,PALERMO,44,342.5990812115549
2015,RAPIÑA,6,PARQUE RODO,111,850.9659613615455
2015,RAPIÑA,57,PASO DE LA ARENA,411,1547.4397590361446
2015,RAPIÑA,33,PASO DE LAS DURANAS,189,1550.1968503937007
2015,RAPIÑA,34,"PEÑAROL, LAVALLEJA",568,1756.7734751948533
2015,RAPIÑA,31,PIEDRAS BLANCAS,395,1874.8813366242643
2015,RAPIÑA,8,POCITOS,309,439.0638987169104
2015,RAPIÑA,10,"PQUE. BATLLE, V. DOLORES",301,1002.7985074626865
2015,RAPIÑA,39,"PRADO, NUEVA SAVONA",338,1735.3801920213584
2015,RAPIÑA,20,"PTA. RIELES, BELLA ITALIA",369,1535.5805243445693
2015,RAPIÑA,7,PUNTA CARRETAS,257,1023.6189110606604
2015,RAPIÑA,13,PUNTA GORDA,128,924.4547161635129
2015,RAPIÑA,42,REDUCTO,96,713.3833692502044
2015,RAPIÑA,52,SAYAGO,215,1534.727675066029
2015,RAPIÑA,999,SIN CLASIFICAR,26,
2015,RAPIÑA,50,TRES CRUCES,169,995.6403911865206
2015,RAPIÑA,56,"TRES OMBUES, VICTORIA",265,1470.1803051317615
2015,RAPIÑA,23,UNION,646,1692.1182911176888
2015,RAPIÑA,24,VILLA ESPAÑOLA,282,1331.8220459053557
2015,RAPIÑA,61,"VILLA GARCIA, MANGA RURAL",241,759.3181889788589
2015,RAPIÑA,48,"VILLA MUÑOZ, RETIRO",63,472.40551889622077
2015,VIOLENCIA DOMÉSTICA,41,AGUADA,120,618.9395502372602
2015,VIOLENCIA DOMÉSTICA,29,AIRES PUROS,96,643.1729867345572
2015,VIOLENCIA DOMÉSTICA,43,ATAHUALPA,30,374.57859907603944
2015,VIOLENCIA DOMÉSTICA,3,BARRIO SUR,67,471.4989444053483
2015,VIOLENCIA DOMÉSTICA,16,BAÑADOS DE CARRASCO,134,944.9929478138223
2015,VIOLENCIA DOMÉSTICA,54,BELVEDERE,206,1005.3684724255734
2015,VIOLENCIA DOMÉSTICA,51,BRAZO ORIENTAL,91,555.1488530990728
2015,VIOLENCIA DOMÉSTICA,9,BUCEO,200,540.7159078620093
2015,VIOLENCIA DOMÉSTICA,40,"CAPURRO, BELLA VISTA",78,468.86270738158214
2015,VIOLENCIA DOMÉSTICA,14,CARRASCO,32,212.42697822623472
2015,VIOLENCIA DOMÉSTICA,15,CARRASCO NORTE,87,656.1580813032657
2015,VIOLENCIA DOMÉSTICA,36,"CASABO, PAJAS BLANCAS",388,1299.7018725086257
2015,VIOLENCIA DOMÉSTICA,30,CASAVALLE,462,1519.7368421052631
2015,VIOLENCIA DOMÉSTICA,26,"CASTRO, P. CASTELLANOS",112,830.3677342823249
2015,VIOLENCIA DOMÉSTICA,2,CENTRO,160,673.2873253660999
2015,VIOLENCIA DOMÉSTICA,27,CERRITO,182,1137.0025613793966
2015,VIOLENCIA DOMÉSTICA,35,CERRO,471,1730.2817677528378
2015,VIOLENCIA DOMÉSTICA,1,CIUDAD VIEJA,154,1112.0739456961294
2015,VIOLENCIA DOMÉSTICA,59,COLON CENTRO Y NOROESTE,265,968.9568174339098
2015,VIOLENCIA DOMÉSTICA,58,"COLON SURESTE, ABAYUBA",143,978.2459980845533
2015,VIOLENCIA DOMÉSTICA,53,CONCILIACION,221,1112.2854698273693
2015,VIOLENCIA DOMÉSTICA,4,CORDON,190,422.3723990752267
2015,VIOLENCIA DOMÉSTICA,18,FLOR DE MAROÑAS,254,1478.2052028167375
2015,VIOLENCIA DOMÉSTICA,22,ITUZAINGO,171,1340.6507252058016
2015,VIOLENCIA DOMÉSTICA,44,JACINTO VERA,72,861.7594254937163
2015,VIOLENCIA DOMÉSTICA,21,JARDINES DEL HIPODROMO,282,1449.946012648465
2015,VIOLENCIA DOMÉSTICA,47,LA BLANQUEADA,38,389.3043745517877
2015,VIOLENCIA DOMÉSTICA,49,LA COMERCIAL,55,486.123386954216
2015,VIOLENCIA DOMÉSTICA,45,LA FIGURITA,70,688.0283074503636
2015,VIOLENCIA DOMÉSTICA,37,"LA PALOMA, TOMKINSON",469,1205.9345349823866
2015,VIOLENCIA DOMÉSTICA,38,LA TEJA,181,970.769643336015
2015,VIOLENCIA DOMÉSTICA,46,LARRAÑAGA,71,376.6778078412648
2015,VIOLENCIA DOMÉSTICA,28,LAS ACACIAS,206,1045.950748921046
2015,VIOLENCIA DOMÉSTICA,19,LAS CANTERAS,139,636.3886091017306
2015,VIOLENCIA DOMÉSTICA,60,"LEZICA, MELILLA",153,887.4709976798143
2015,VIOLENCIA DOMÉSTICA,11,MALVIN,79,266.7116812964214
2015,VIOLENCIA DOMÉSTICA,12,MALVIN NORTE,180,1036.9858278603526
2015,VIOLENCIA DOMÉSTICA,62,MANGA,227,1165.5370712672006
2015,VIOLENCIA DOMÉSTICA,32,"MANGA, TOLEDO CHICO",369,1354.7250165210369
2015,VIOLENCIA DOMÉSTICA,17,"MAROÑAS, PARQUE GUARANI",225,1082.9803619561033
2015,VIOLENCIA DOMÉSTICA,25,"MERCADO MODELO, BOLIVAR",122,779.2041898192501
2015,VIOLENCIA DOMÉSTICA,55,NUEVO PARIS,334,1115.3409470380018
2015,VIOLENCIA DOMÉSTICA,5,PALERMO,44,342.5990812115549
2015,VIOLENCIA DOMÉSTICA,6,PARQUE RODO,40,306.65440049064705
2015,VIOLENCIA DOMÉSTICA,57,PASO DE LA ARENA,286,1076.8072289156626
2015,VIOLENCIA DOMÉSTICA,33,PASO DE LAS DURANAS,64,524.9343832020998
2015,VIOLENCIA DOMÉSTICA,34,"PEÑAROL, LAVALLEJA",297,918.5945812198441
2015,VIOLENCIA DOMÉSTICA,31,PIEDRAS BLANCAS,204,968.2931460034174
2015,VIOLENCIA DOMÉSTICA,8,POCITOS,150,213.13781491112152
2015,VIOLENCIA DOMÉSTICA,10,"PQUE. BATLLE, V. DOLORES",128,426.43923240938165
2015,VIOLENCIA DOMÉSTICA,39,"PRADO, NUEVA SAVONA",107,549.3659187759922
2015,VIOLENCIA DOMÉSTICA,20,"PTA. RIELES, BELLA ITALIA",375,1560.549313358302
2015,VIOLENCIA DOMÉSTICA,7,PUNTA CARRETAS,43,171.26697733699766
2015,VIOLENCIA DOMÉSTICA,13,PUNTA GORDA,35,252.78058645096056
2015,VIOLENCIA DOMÉSTICA,42,REDUCTO,74,549.8996804636992
2015,VIOLENCIA DOMÉSTICA,52,SAYAGO,81,578.1997287458063
2015,VIOLENCIA DOMÉSTICA,999,SIN CLASIFICAR,14,
2015,VIOLENCIA DOMÉSTICA,50,TRES CRUCES,87,512.548603746907
2015,VIOLENCIA DOMÉSTICA,56,"TRES OMBUES, VICTORIA",240,1331.484049930652
2015,VIOLENCIA DOMÉSTICA,23,UNION,346,906.3048432302172
